Method	MaxD	QC	Ref	Mat	LEN_Cutoff	N_SNP_Cutoff	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
PerfectMatch	0	QCd	GSA	OEE	420000	35	31	0	11	0.738	1	0.262	0	0.849	0.859	0.738
PerfectMatch	0	Raw	GSA	OEE	420000	40	44	1	10	0.815	0.978	0.185	0.022	0.889	0.893	0.8
PerfectMatch	0	QCd	GSA	OEE	420000	40	31	0	11	0.738	1	0.262	0	0.849	0.859	0.738
PerfectMatch	0	Raw	GSA	OEE	420000	45	44	1	10	0.815	0.978	0.185	0.022	0.889	0.893	0.8
PerfectMatch	0	QCd	GSA	OEE	420000	45	31	0	11	0.738	1	0.262	0	0.849	0.859	0.738
PerfectMatch	0	Raw	GSA	OEE	420000	50	44	1	10	0.815	0.978	0.185	0.022	0.889	0.893	0.8
PerfectMatch	0	QCd	GSA	OEE	420000	50	31	0	11	0.738	1	0.262	0	0.849	0.859	0.738
PerfectMatch	0	Raw	GSA	OEE	440000	10	42	1	12	0.778	0.977	0.222	0.023	0.866	0.872	0.764
PerfectMatch	0	QCd	GSA	OEE	440000	10	30	0	11	0.732	1	0.268	0	0.845	0.855	0.732
PerfectMatch	0	Raw	GSA	OEE	440000	15	42	1	12	0.778	0.977	0.222	0.023	0.866	0.872	0.764
PerfectMatch	0	QCd	GSA	OEE	440000	15	30	0	11	0.732	1	0.268	0	0.845	0.855	0.732
PerfectMatch	0	Raw	GSA	OEE	440000	20	42	1	12	0.778	0.977	0.222	0.023	0.866	0.872	0.764
PerfectMatch	0	QCd	GSA	OEE	440000	20	30	0	11	0.732	1	0.268	0	0.845	0.855	0.732
PerfectMatch	0	Raw	GSA	OEE	440000	25	42	1	11	0.792	0.977	0.208	0.023	0.875	0.88	0.778
PerfectMatch	0	QCd	GSA	OEE	440000	25	30	0	11	0.732	1	0.268	0	0.845	0.855	0.732
PerfectMatch	0	Raw	GSA	OEE	440000	30	41	1	11	0.788	0.976	0.212	0.024	0.872	0.877	0.774
PerfectMatch	0	QCd	GSA	OEE	440000	30	29	0	11	0.725	1	0.275	0	0.841	0.851	0.725
PerfectMatch	0	Raw	GSA	OEE	440000	35	41	1	11	0.788	0.976	0.212	0.024	0.872	0.877	0.774
PerfectMatch	0	QCd	GSA	OEE	440000	35	29	0	11	0.725	1	0.275	0	0.841	0.851	0.725
PerfectMatch	0	Raw	GSA	OEE	440000	40	41	1	10	0.804	0.976	0.196	0.024	0.882	0.886	0.788
PerfectMatch	0	QCd	GSA	OEE	440000	40	29	0	11	0.725	1	0.275	0	0.841	0.851	0.725
PerfectMatch	0	Raw	GSA	OEE	440000	45	41	1	10	0.804	0.976	0.196	0.024	0.882	0.886	0.788
PerfectMatch	0	QCd	GSA	OEE	440000	45	29	0	11	0.725	1	0.275	0	0.841	0.851	0.725
PerfectMatch	0	Raw	GSA	OEE	440000	50	41	1	10	0.804	0.976	0.196	0.024	0.882	0.886	0.788
PerfectMatch	0	QCd	GSA	OEE	440000	50	29	0	11	0.725	1	0.275	0	0.841	0.851	0.725
PerfectMatch	0	Raw	GSA	OEE	460000	10	37	1	10	0.787	0.974	0.213	0.026	0.871	0.876	0.771
PerfectMatch	0	QCd	GSA	OEE	460000	10	27	0	9	0.75	1	0.25	0	0.857	0.866	0.75
PerfectMatch	0	Raw	GSA	OEE	460000	15	37	1	10	0.787	0.974	0.213	0.026	0.871	0.876	0.771
PerfectMatch	0	QCd	GSA	OEE	460000	15	27	0	9	0.75	1	0.25	0	0.857	0.866	0.75
PerfectMatch	0	Raw	GSA	OEE	460000	20	37	1	10	0.787	0.974	0.213	0.026	0.871	0.876	0.771
PerfectMatch	0	QCd	GSA	OEE	460000	20	27	0	9	0.75	1	0.25	0	0.857	0.866	0.75
PerfectMatch	0	Raw	GSA	OEE	460000	25	37	1	9	0.804	0.974	0.196	0.026	0.881	0.885	0.787
PerfectMatch	0	QCd	GSA	OEE	460000	25	27	0	9	0.75	1	0.25	0	0.857	0.866	0.75
PerfectMatch	0	Raw	GSA	OEE	460000	30	36	1	9	0.8	0.973	0.2	0.027	0.878	0.882	0.783
PerfectMatch	0	QCd	GSA	OEE	460000	30	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	460000	35	36	1	9	0.8	0.973	0.2	0.027	0.878	0.882	0.783
PerfectMatch	0	QCd	GSA	OEE	460000	35	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	460000	40	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	460000	40	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	460000	45	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	460000	45	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	460000	50	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	460000	50	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	10	36	1	10	0.783	0.973	0.217	0.027	0.867	0.873	0.766
PerfectMatch	0	QCd	GSA	OEE	480000	10	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	15	36	1	10	0.783	0.973	0.217	0.027	0.867	0.873	0.766
PerfectMatch	0	QCd	GSA	OEE	480000	15	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	20	36	1	10	0.783	0.973	0.217	0.027	0.867	0.873	0.766
PerfectMatch	0	QCd	GSA	OEE	480000	20	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	25	36	1	9	0.8	0.973	0.2	0.027	0.878	0.882	0.783
PerfectMatch	0	QCd	GSA	OEE	480000	25	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	30	36	1	9	0.8	0.973	0.2	0.027	0.878	0.882	0.783
PerfectMatch	0	QCd	GSA	OEE	480000	30	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	35	36	1	9	0.8	0.973	0.2	0.027	0.878	0.882	0.783
PerfectMatch	0	QCd	GSA	OEE	480000	35	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	40	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	480000	40	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	45	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	480000	45	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	480000	50	36	1	8	0.818	0.973	0.182	0.027	0.889	0.892	0.8
PerfectMatch	0	QCd	GSA	OEE	480000	50	26	0	9	0.743	1	0.257	0	0.852	0.862	0.743
PerfectMatch	0	Raw	GSA	OEE	500000	10	36	0	8	0.818	1	0.182	0	0.9	0.905	0.818
PerfectMatch	0	QCd	GSA	OEE	500000	10	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	15	36	0	8	0.818	1	0.182	0	0.9	0.905	0.818
PerfectMatch	0	QCd	GSA	OEE	500000	15	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	20	36	0	8	0.818	1	0.182	0	0.9	0.905	0.818
PerfectMatch	0	QCd	GSA	OEE	500000	20	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	25	36	0	7	0.837	1	0.163	0	0.911	0.915	0.837
PerfectMatch	0	QCd	GSA	OEE	500000	25	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	30	36	0	7	0.837	1	0.163	0	0.911	0.915	0.837
PerfectMatch	0	QCd	GSA	OEE	500000	30	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	35	36	0	7	0.837	1	0.163	0	0.911	0.915	0.837
PerfectMatch	0	QCd	GSA	OEE	500000	35	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	40	36	0	6	0.857	1	0.143	0	0.923	0.926	0.857
PerfectMatch	0	QCd	GSA	OEE	500000	40	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	45	36	0	6	0.857	1	0.143	0	0.923	0.926	0.857
PerfectMatch	0	QCd	GSA	OEE	500000	45	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
PerfectMatch	0	Raw	GSA	OEE	500000	50	36	0	6	0.857	1	0.143	0	0.923	0.926	0.857
PerfectMatch	0	QCd	GSA	OEE	500000	50	26	0	8	0.765	1	0.235	0	0.867	0.874	0.765
BAF	10000	Raw	GSA	OEE	20000	10	1697	2391	4863	0.259	0.415	0.741	0.585	0.319	0.328	0.19
BAF	10000	QCd	GSA	OEE	20000	10	1053	534	2383	0.306	0.664	0.694	0.336	0.419	0.451	0.265
BAF	10000	Raw	GSA	OEE	20000	15	1241	1763	3228	0.278	0.413	0.722	0.587	0.332	0.339	0.199
BAF	10000	QCd	GSA	OEE	20000	15	766	379	1528	0.334	0.669	0.666	0.331	0.445	0.473	0.287
BAF	10000	Raw	GSA	OEE	20000	20	892	1456	2217	0.287	0.38	0.713	0.62	0.327	0.33	0.195
BAF	10000	QCd	GSA	OEE	20000	20	553	311	1075	0.34	0.64	0.66	0.36	0.444	0.466	0.285
BAF	10000	Raw	GSA	OEE	20000	25	692	1265	1640	0.297	0.354	0.703	0.646	0.323	0.324	0.192
BAF	10000	QCd	GSA	OEE	20000	25	430	271	787	0.353	0.613	0.647	0.387	0.448	0.466	0.289
BAF	10000	Raw	GSA	OEE	20000	30	550	1078	1206	0.313	0.338	0.687	0.662	0.325	0.325	0.194
BAF	10000	QCd	GSA	OEE	20000	30	344	236	563	0.379	0.593	0.621	0.407	0.463	0.474	0.301
BAF	10000	Raw	GSA	OEE	20000	35	448	917	896	0.333	0.328	0.667	0.672	0.331	0.331	0.198
BAF	10000	QCd	GSA	OEE	20000	35	278	183	405	0.407	0.603	0.593	0.397	0.486	0.495	0.321
BAF	10000	Raw	GSA	OEE	20000	40	383	765	634	0.377	0.334	0.623	0.666	0.354	0.354	0.215
BAF	10000	QCd	GSA	OEE	20000	40	235	144	270	0.465	0.62	0.535	0.38	0.532	0.537	0.362
BAF	10000	Raw	GSA	OEE	20000	45	331	670	509	0.394	0.331	0.606	0.669	0.36	0.361	0.219
BAF	10000	QCd	GSA	OEE	20000	45	202	125	206	0.495	0.618	0.505	0.382	0.55	0.553	0.379
BAF	10000	Raw	GSA	OEE	20000	50	267	566	382	0.411	0.321	0.589	0.679	0.36	0.363	0.22
BAF	10000	QCd	GSA	OEE	20000	50	163	98	157	0.509	0.625	0.491	0.375	0.561	0.564	0.39
BAF	10000	Raw	GSA	OEE	40000	10	1377	1698	3560	0.279	0.448	0.721	0.552	0.344	0.353	0.208
BAF	10000	QCd	GSA	OEE	40000	10	851	271	1769	0.325	0.758	0.675	0.242	0.455	0.496	0.294
BAF	10000	Raw	GSA	OEE	40000	15	1123	1316	2566	0.304	0.46	0.696	0.54	0.367	0.374	0.224
BAF	10000	QCd	GSA	OEE	40000	15	692	237	1249	0.357	0.745	0.643	0.255	0.482	0.515	0.318
BAF	10000	Raw	GSA	OEE	40000	20	838	1187	1858	0.311	0.414	0.689	0.586	0.355	0.359	0.216
BAF	10000	QCd	GSA	OEE	40000	20	517	237	895	0.366	0.686	0.634	0.314	0.477	0.501	0.314
BAF	10000	Raw	GSA	OEE	40000	25	662	1065	1409	0.32	0.383	0.68	0.617	0.349	0.35	0.211
BAF	10000	QCd	GSA	OEE	40000	25	410	219	663	0.382	0.652	0.618	0.348	0.482	0.499	0.317
BAF	10000	Raw	GSA	OEE	40000	30	530	923	1058	0.334	0.365	0.666	0.635	0.349	0.349	0.211
BAF	10000	QCd	GSA	OEE	40000	30	330	203	490	0.402	0.619	0.598	0.381	0.488	0.499	0.323
BAF	10000	Raw	GSA	OEE	40000	35	437	793	794	0.355	0.355	0.645	0.645	0.355	0.355	0.216
BAF	10000	QCd	GSA	OEE	40000	35	272	157	362	0.429	0.634	0.571	0.366	0.512	0.522	0.344
BAF	10000	Raw	GSA	OEE	40000	40	374	670	578	0.393	0.358	0.607	0.642	0.375	0.375	0.231
BAF	10000	QCd	GSA	OEE	40000	40	230	130	247	0.482	0.639	0.518	0.361	0.55	0.555	0.379
BAF	10000	Raw	GSA	OEE	40000	45	326	593	466	0.412	0.355	0.588	0.645	0.381	0.382	0.235
BAF	10000	QCd	GSA	OEE	40000	45	200	116	188	0.515	0.633	0.485	0.367	0.568	0.571	0.397
BAF	10000	Raw	GSA	OEE	40000	50	263	504	361	0.421	0.343	0.579	0.657	0.378	0.38	0.233
BAF	10000	QCd	GSA	OEE	40000	50	161	91	148	0.521	0.639	0.479	0.361	0.574	0.577	0.402
BAF	10000	Raw	GSA	OEE	60000	10	1132	1121	2630	0.301	0.502	0.699	0.498	0.376	0.389	0.232
BAF	10000	QCd	GSA	OEE	60000	10	702	174	1292	0.352	0.801	0.648	0.199	0.489	0.531	0.324
BAF	10000	Raw	GSA	OEE	60000	15	970	989	1991	0.328	0.495	0.672	0.505	0.394	0.403	0.246
BAF	10000	QCd	GSA	OEE	60000	15	601	140	967	0.383	0.811	0.617	0.189	0.521	0.558	0.352
BAF	10000	Raw	GSA	OEE	60000	20	767	967	1554	0.33	0.442	0.67	0.558	0.378	0.382	0.233
BAF	10000	QCd	GSA	OEE	60000	20	475	175	751	0.387	0.731	0.613	0.269	0.506	0.532	0.339
BAF	10000	Raw	GSA	OEE	60000	25	627	892	1208	0.342	0.413	0.658	0.587	0.374	0.376	0.23
BAF	10000	QCd	GSA	OEE	60000	25	390	176	564	0.409	0.689	0.591	0.311	0.513	0.531	0.345
BAF	10000	Raw	GSA	OEE	60000	30	512	829	947	0.351	0.382	0.649	0.618	0.366	0.366	0.224
BAF	10000	QCd	GSA	OEE	60000	30	320	181	434	0.424	0.639	0.576	0.361	0.51	0.521	0.342
BAF	10000	Raw	GSA	OEE	60000	35	428	732	724	0.372	0.369	0.628	0.631	0.37	0.37	0.227
BAF	10000	QCd	GSA	OEE	60000	35	264	148	331	0.444	0.641	0.556	0.359	0.524	0.533	0.355
BAF	10000	Raw	GSA	OEE	60000	40	370	618	541	0.406	0.374	0.594	0.626	0.39	0.39	0.242
BAF	10000	QCd	GSA	OEE	60000	40	226	121	232	0.493	0.651	0.507	0.349	0.561	0.567	0.39
BAF	10000	Raw	GSA	OEE	60000	45	325	552	438	0.426	0.371	0.574	0.629	0.396	0.397	0.247
BAF	10000	QCd	GSA	OEE	60000	45	199	111	177	0.529	0.642	0.471	0.358	0.58	0.583	0.409
BAF	10000	Raw	GSA	OEE	60000	50	262	471	345	0.432	0.357	0.568	0.643	0.391	0.393	0.243
BAF	10000	QCd	GSA	OEE	60000	50	160	88	142	0.53	0.645	0.47	0.355	0.582	0.585	0.41
BAF	10000	Raw	GSA	OEE	80000	10	928	903	2003	0.317	0.507	0.683	0.493	0.39	0.401	0.242
BAF	10000	QCd	GSA	OEE	80000	10	581	140	975	0.373	0.806	0.627	0.194	0.51	0.549	0.343
BAF	10000	Raw	GSA	OEE	80000	15	817	826	1572	0.342	0.497	0.658	0.503	0.405	0.412	0.254
BAF	10000	QCd	GSA	OEE	80000	15	508	132	752	0.403	0.794	0.597	0.206	0.535	0.566	0.365
BAF	10000	Raw	GSA	OEE	80000	20	673	795	1288	0.343	0.458	0.657	0.542	0.393	0.397	0.244
BAF	10000	QCd	GSA	OEE	80000	20	422	151	619	0.405	0.736	0.595	0.264	0.523	0.546	0.354
BAF	10000	Raw	GSA	OEE	80000	25	575	741	1040	0.356	0.437	0.644	0.563	0.392	0.394	0.244
BAF	10000	QCd	GSA	OEE	80000	25	364	151	479	0.432	0.707	0.568	0.293	0.536	0.552	0.366
BAF	10000	Raw	GSA	OEE	80000	30	481	701	814	0.371	0.407	0.629	0.593	0.388	0.389	0.241
BAF	10000	QCd	GSA	OEE	80000	30	305	158	367	0.454	0.659	0.546	0.341	0.537	0.547	0.367
BAF	10000	Raw	GSA	OEE	80000	35	413	627	639	0.393	0.397	0.607	0.603	0.395	0.395	0.246
BAF	10000	QCd	GSA	OEE	80000	35	256	134	291	0.468	0.656	0.532	0.344	0.546	0.554	0.376
BAF	10000	Raw	GSA	OEE	80000	40	362	537	477	0.431	0.403	0.569	0.597	0.417	0.417	0.263
BAF	10000	QCd	GSA	OEE	80000	40	222	109	207	0.517	0.671	0.483	0.329	0.584	0.589	0.413
BAF	10000	Raw	GSA	OEE	80000	45	318	496	396	0.445	0.391	0.555	0.609	0.416	0.417	0.263
BAF	10000	QCd	GSA	OEE	80000	45	196	105	167	0.54	0.651	0.46	0.349	0.59	0.593	0.419
BAF	10000	Raw	GSA	OEE	80000	50	257	424	303	0.459	0.377	0.541	0.623	0.414	0.416	0.261
BAF	10000	QCd	GSA	OEE	80000	50	158	81	128	0.552	0.661	0.448	0.339	0.602	0.604	0.431
BAF	10000	Raw	GSA	OEE	100000	10	691	743	1482	0.318	0.482	0.682	0.518	0.383	0.391	0.237
BAF	10000	QCd	GSA	OEE	100000	10	423	115	739	0.364	0.786	0.636	0.214	0.498	0.535	0.331
BAF	10000	Raw	GSA	OEE	100000	15	666	672	1257	0.346	0.498	0.654	0.502	0.408	0.415	0.257
BAF	10000	QCd	GSA	OEE	100000	15	410	105	608	0.403	0.796	0.597	0.204	0.535	0.566	0.365
BAF	10000	Raw	GSA	OEE	100000	20	569	654	1040	0.354	0.465	0.646	0.535	0.402	0.406	0.251
BAF	10000	QCd	GSA	OEE	100000	20	353	122	505	0.411	0.743	0.589	0.257	0.53	0.553	0.36
BAF	10000	Raw	GSA	OEE	100000	25	496	622	867	0.364	0.444	0.636	0.556	0.4	0.402	0.25
BAF	10000	QCd	GSA	OEE	100000	25	312	118	408	0.433	0.726	0.567	0.274	0.543	0.561	0.372
BAF	10000	Raw	GSA	OEE	100000	30	426	606	701	0.378	0.413	0.622	0.587	0.395	0.395	0.246
BAF	10000	QCd	GSA	OEE	100000	30	271	129	321	0.458	0.677	0.542	0.322	0.546	0.557	0.376
BAF	10000	Raw	GSA	OEE	100000	35	380	540	564	0.403	0.413	0.597	0.587	0.408	0.408	0.256
BAF	10000	QCd	GSA	OEE	100000	35	238	103	260	0.478	0.698	0.522	0.302	0.567	0.578	0.396
BAF	10000	Raw	GSA	OEE	100000	40	336	479	406	0.453	0.412	0.547	0.588	0.432	0.432	0.275
BAF	10000	QCd	GSA	OEE	100000	40	207	95	190	0.521	0.685	0.479	0.315	0.592	0.598	0.421
BAF	10000	Raw	GSA	OEE	100000	45	297	444	336	0.469	0.401	0.531	0.599	0.432	0.434	0.276
BAF	10000	QCd	GSA	OEE	100000	45	183	91	155	0.541	0.668	0.459	0.332	0.598	0.601	0.427
BAF	10000	Raw	GSA	OEE	100000	50	242	384	215	0.53	0.387	0.47	0.613	0.447	0.452	0.288
BAF	10000	QCd	GSA	OEE	100000	50	147	72	120	0.551	0.671	0.449	0.329	0.605	0.608	0.434
BAF	10000	Raw	GSA	OEE	120000	10	552	646	1088	0.337	0.461	0.663	0.539	0.389	0.394	0.241
BAF	10000	QCd	GSA	OEE	120000	10	347	101	525	0.398	0.775	0.602	0.225	0.526	0.555	0.357
BAF	10000	Raw	GSA	OEE	120000	15	533	589	975	0.353	0.475	0.647	0.525	0.405	0.41	0.254
BAF	10000	QCd	GSA	OEE	120000	15	338	95	457	0.425	0.781	0.575	0.219	0.55	0.576	0.38
BAF	10000	Raw	GSA	OEE	120000	20	467	572	782	0.374	0.449	0.626	0.551	0.408	0.41	0.256
BAF	10000	QCd	GSA	OEE	120000	20	294	108	393	0.428	0.731	0.572	0.269	0.54	0.559	0.37
BAF	10000	Raw	GSA	OEE	120000	25	417	556	665	0.385	0.429	0.615	0.571	0.406	0.406	0.255
BAF	10000	QCd	GSA	OEE	120000	25	266	108	323	0.452	0.711	0.548	0.289	0.552	0.567	0.382
BAF	10000	Raw	GSA	OEE	120000	30	373	537	542	0.408	0.41	0.592	0.59	0.409	0.409	0.257
BAF	10000	QCd	GSA	OEE	120000	30	241	112	253	0.488	0.683	0.512	0.317	0.569	0.577	0.398
BAF	10000	Raw	GSA	OEE	120000	35	330	491	472	0.411	0.402	0.589	0.598	0.407	0.407	0.255
BAF	10000	QCd	GSA	OEE	120000	35	210	93	218	0.491	0.693	0.509	0.307	0.575	0.583	0.403
BAF	10000	Raw	GSA	OEE	120000	40	300	449	356	0.457	0.401	0.543	0.599	0.427	0.428	0.271
BAF	10000	QCd	GSA	OEE	120000	40	189	89	164	0.535	0.68	0.465	0.32	0.599	0.603	0.428
BAF	10000	Raw	GSA	OEE	120000	45	270	417	298	0.475	0.393	0.525	0.607	0.43	0.432	0.274
BAF	10000	QCd	GSA	OEE	120000	45	169	85	134	0.558	0.665	0.442	0.335	0.607	0.609	0.436
BAF	10000	Raw	GSA	OEE	120000	50	228	353	190	0.545	0.392	0.455	0.608	0.456	0.463	0.296
BAF	10000	QCd	GSA	OEE	120000	50	140	63	101	0.581	0.69	0.419	0.31	0.631	0.633	0.461
BAF	10000	Raw	GSA	OEE	140000	10	428	561	866	0.331	0.433	0.669	0.567	0.375	0.378	0.231
BAF	10000	QCd	GSA	OEE	140000	10	271	91	414	0.396	0.749	0.604	0.251	0.518	0.544	0.349
BAF	10000	Raw	GSA	OEE	140000	15	412	516	801	0.34	0.444	0.66	0.556	0.385	0.388	0.238
BAF	10000	QCd	GSA	OEE	140000	15	263	85	375	0.412	0.756	0.588	0.244	0.533	0.558	0.364
BAF	10000	Raw	GSA	OEE	140000	20	399	492	668	0.374	0.448	0.626	0.552	0.408	0.409	0.256
BAF	10000	QCd	GSA	OEE	140000	20	256	87	333	0.435	0.746	0.565	0.254	0.549	0.57	0.379
BAF	10000	Raw	GSA	OEE	140000	25	370	478	582	0.389	0.436	0.611	0.564	0.411	0.412	0.259
BAF	10000	QCd	GSA	OEE	140000	25	239	88	280	0.461	0.731	0.539	0.269	0.565	0.58	0.394
BAF	10000	Raw	GSA	OEE	140000	30	334	463	478	0.411	0.419	0.589	0.581	0.415	0.415	0.262
BAF	10000	QCd	GSA	OEE	140000	30	218	91	221	0.497	0.706	0.503	0.294	0.583	0.592	0.411
BAF	10000	Raw	GSA	OEE	140000	35	305	423	412	0.425	0.419	0.575	0.581	0.422	0.422	0.268
BAF	10000	QCd	GSA	OEE	140000	35	196	74	190	0.508	0.726	0.492	0.274	0.598	0.607	0.426
BAF	10000	Raw	GSA	OEE	140000	40	283	390	321	0.469	0.421	0.531	0.579	0.443	0.444	0.285
BAF	10000	QCd	GSA	OEE	140000	40	180	72	145	0.554	0.714	0.446	0.286	0.624	0.629	0.453
BAF	10000	Raw	GSA	OEE	140000	45	257	370	272	0.486	0.41	0.514	0.59	0.445	0.446	0.286
BAF	10000	QCd	GSA	OEE	140000	45	162	76	120	0.574	0.681	0.426	0.319	0.623	0.625	0.453
BAF	10000	Raw	GSA	OEE	140000	50	218	314	179	0.549	0.41	0.451	0.59	0.469	0.474	0.307
BAF	10000	QCd	GSA	OEE	140000	50	135	58	91	0.597	0.699	0.403	0.301	0.644	0.646	0.475
BAF	10000	Raw	GSA	OEE	160000	10	360	454	611	0.371	0.442	0.629	0.558	0.403	0.405	0.253
BAF	10000	QCd	GSA	OEE	160000	10	227	63	299	0.432	0.783	0.568	0.217	0.556	0.581	0.385
BAF	10000	Raw	GSA	OEE	160000	15	347	414	565	0.38	0.456	0.62	0.544	0.415	0.417	0.262
BAF	10000	QCd	GSA	OEE	160000	15	222	57	269	0.452	0.796	0.548	0.204	0.577	0.6	0.405
BAF	10000	Raw	GSA	OEE	160000	20	341	388	481	0.415	0.468	0.585	0.532	0.44	0.441	0.282
BAF	10000	QCd	GSA	OEE	160000	20	219	56	243	0.474	0.796	0.526	0.204	0.594	0.614	0.423
BAF	10000	Raw	GSA	OEE	160000	25	328	369	423	0.437	0.471	0.563	0.529	0.453	0.453	0.293
BAF	10000	QCd	GSA	OEE	160000	25	212	55	209	0.504	0.794	0.496	0.206	0.616	0.632	0.445
BAF	10000	Raw	GSA	OEE	160000	30	298	361	343	0.465	0.452	0.535	0.548	0.458	0.459	0.297
BAF	10000	QCd	GSA	OEE	160000	30	194	58	167	0.537	0.77	0.463	0.23	0.633	0.643	0.463
BAF	10000	Raw	GSA	OEE	160000	35	277	354	301	0.479	0.439	0.521	0.561	0.458	0.459	0.297
BAF	10000	QCd	GSA	OEE	160000	35	178	61	149	0.544	0.745	0.456	0.255	0.629	0.637	0.459
BAF	10000	Raw	GSA	OEE	160000	40	263	332	245	0.518	0.442	0.482	0.558	0.477	0.478	0.313
BAF	10000	QCd	GSA	OEE	160000	40	168	60	125	0.573	0.737	0.427	0.263	0.645	0.65	0.476
BAF	10000	Raw	GSA	OEE	160000	45	248	313	220	0.53	0.442	0.47	0.558	0.482	0.484	0.318
BAF	10000	QCd	GSA	OEE	160000	45	158	59	105	0.601	0.728	0.399	0.272	0.658	0.661	0.491
BAF	10000	Raw	GSA	OEE	160000	50	213	278	155	0.579	0.434	0.421	0.566	0.496	0.501	0.33
BAF	10000	QCd	GSA	OEE	160000	50	133	50	84	0.613	0.727	0.387	0.273	0.665	0.667	0.498
BAF	10000	Raw	GSA	OEE	180000	10	285	368	397	0.418	0.436	0.582	0.564	0.427	0.427	0.271
BAF	10000	QCd	GSA	OEE	180000	10	179	41	203	0.469	0.814	0.531	0.186	0.595	0.617	0.423
BAF	10000	Raw	GSA	OEE	180000	15	276	330	353	0.439	0.455	0.561	0.545	0.447	0.447	0.288
BAF	10000	QCd	GSA	OEE	180000	15	175	34	174	0.501	0.837	0.499	0.163	0.627	0.648	0.457
BAF	10000	Raw	GSA	OEE	180000	20	270	311	301	0.473	0.465	0.527	0.535	0.469	0.469	0.306
BAF	10000	QCd	GSA	OEE	180000	20	172	35	160	0.518	0.831	0.482	0.169	0.638	0.656	0.469
BAF	10000	Raw	GSA	OEE	180000	25	265	295	271	0.494	0.473	0.506	0.527	0.484	0.484	0.319
BAF	10000	QCd	GSA	OEE	180000	25	170	32	140	0.548	0.842	0.452	0.158	0.664	0.679	0.497
BAF	10000	Raw	GSA	OEE	180000	30	258	281	234	0.524	0.479	0.476	0.521	0.5	0.501	0.334
BAF	10000	QCd	GSA	OEE	180000	30	166	31	124	0.572	0.843	0.428	0.157	0.682	0.695	0.517
BAF	10000	Raw	GSA	OEE	180000	35	246	277	216	0.532	0.47	0.468	0.53	0.499	0.5	0.333
BAF	10000	QCd	GSA	OEE	180000	35	157	31	112	0.584	0.835	0.416	0.165	0.687	0.698	0.523
BAF	10000	Raw	GSA	OEE	180000	40	235	263	174	0.575	0.472	0.425	0.528	0.518	0.521	0.35
BAF	10000	QCd	GSA	OEE	180000	40	149	31	95	0.611	0.828	0.389	0.172	0.703	0.711	0.542
BAF	10000	Raw	GSA	OEE	180000	45	223	247	154	0.592	0.474	0.408	0.526	0.527	0.53	0.357
