Matching	Reference	FactorN	MaxD	Min	Med	Mean	Max	StDev	IQR
GSA	OEE	BAF	10000	0	3.397070549959409	3.265953760059237	7.326103799647073	0.7284968497343591	0.850330566947934
GSA	OEE	Distance	10000	0	3.3967222785037734	3.2656095007280843	7.326103799647073	0.7286662873161236	0.8516075287375342
GSA	OEE	Full Set	0	0	3.345765693114488	3.2004057994778656	7.323302706456566	0.7524449583338162	0.8624483156316165
GSA	OEE	LRR mean	10000	0	3.396896449142524	3.2657917977118776	7.326103799647073	0.7285064304174578	0.8507829955651434
GSA	OEE	LRR sd	10000	0	3.3961993470957363	3.265041931274186	7.326103799647073	0.7285300248843168	0.8507730295871743
GSA	OEE	Perfect Match	0	0	4.028774526500088	3.947604930361922	7.382275415971032	0.6346919325355745	0.7426195968200151
OEE	GSA	BAF	10000	0	3.376211850282673	3.1670671944505546	7.326231084989916	0.8903101871562276	0.9539454543785619
OEE	GSA	Distance	10000	0	3.3845326154942486	3.188600526090836	7.326231084989916	0.8677453079723084	0.9122937232741837
OEE	GSA	Full Set	0	0	3.1142772965615864	2.890467779813353	7.326231084989916	0.93393568371651	1.1450403350019451
OEE	GSA	LRR mean	10000	0	3.380211241711606	3.177895855111851	7.326231084989916	0.8790235032511386	0.9334261554175547
OEE	GSA	LRR sd	10000	0	3.377670439334323	3.178104697336283	7.326231084989916	0.8760686546210772	0.93457325866463
OEE	GSA	Perfect Match	0	0	4.028774526500088	3.947604929677942	7.382275415971032	0.6346919331746742	0.7426195968200151
OMNI	GSA	BAF	10	0	3.683947130751512	3.5812964364578805	7.346326466027998	0.6891756187758763	0.8040234944476832
OMNI	GSA	BAF	100	0	3.593286067020457	3.486414363085499	7.3463259182354115	0.7007672431549099	0.8304629961592531
OMNI	GSA	BAF	1000	0	3.403635189790548	3.3077344930317074	7.334038821876268	0.6719627807447409	0.8231769893273877
OMNI	GSA	BAF	10000	0	3.358315640082196	3.2603965255731904	7.327294163475967	0.6590038942200175	0.8017711916200403
OMNI	GSA	BAF	100000	0	3.3562171342197353	3.256326696104691	7.327406489583033	0.6607183685319296	0.7988605124544672
OMNI	GSA	BAF	1000000	0	3.3544926005894364	3.255180390335794	7.327425350816553	0.6592278178616765	0.792748581029421
OMNI	GSA	BAF	50	0	3.636588183729842	3.5313652648508054	7.3463259182354115	0.696767764786297	0.8180244256361022
OMNI	GSA	BAF	500	0	3.453471233722936	3.3537439028735183	7.334081847946034	0.6860701222977091	0.8357744950029065
OMNI	GSA	BAF	5000	0	3.3609718837259357	3.2628327351267212	7.327294163475967	0.6606697073838147	0.8048933700732284
OMNI	GSA	BAF	50000	0	3.3562171342197353	3.2568860126746944	7.327294163475967	0.6606977732711037	0.8011570504576322
OMNI	GSA	BAF	500000	0	3.3541084391474008	3.2545232480545763	7.327406489583033	0.6599943517801737	0.7952219791948183
OMNI	GSA	BAF	5000000	0	3.3571722577230334	3.25713395248346	7.327425350816553	0.6582393036537967	0.787254849496974
