Method	MaxD	QC	CNV_Type	CNV_Size	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
LRRmean	50	Raw	All	Very Large	132	0	24	0.846	1	0.154	0	0.917	0.92	0.846
LRRmean	50	Raw	All	Ultra Large	13	0	2	0.867	1	0.133	0	0.929	0.931	0.867
LRRmean	50	Raw	Deletions	All	14314	1642	166126	0.079	0.897	0.921	0.103	0.146	0.267	0.079
LRRmean	50	Raw	Deletions	Small	11853	1595	163477	0.068	0.881	0.932	0.119	0.126	0.244	0.067
LRRmean	50	Raw	Deletions	Medium	2362	47	2610	0.475	0.98	0.525	0.02	0.64	0.682	0.471
LRRmean	50	Raw	Deletions	Large	44	0	37	0.543	1	0.457	0	0.704	0.737	0.543
LRRmean	50	Raw	Deletions	Very Large	46	0	1	0.979	1	0.021	0	0.989	0.989	0.979
LRRmean	50	Raw	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRmean	50	Raw	Duplications	All	11115	2048	53491	0.172	0.844	0.828	0.156	0.286	0.381	0.167
LRRmean	50	Raw	Duplications	Small	7777	1979	50513	0.133	0.797	0.867	0.203	0.229	0.326	0.129
LRRmean	50	Raw	Duplications	Medium	2987	68	2892	0.508	0.978	0.492	0.022	0.669	0.705	0.502
LRRmean	50	Raw	Duplications	Large	261	1	62	0.808	0.996	0.192	0.004	0.892	0.897	0.806
LRRmean	50	Raw	Duplications	Very Large	86	0	23	0.789	1	0.211	0	0.882	0.888	0.789
LRRmean	50	Raw	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRmean	50	QCd	All	All	14312	1309	235340	0.057	0.916	0.943	0.084	0.108	0.229	0.057
LRRmean	50	QCd	All	Small	9058	1240	229234	0.038	0.88	0.962	0.12	0.073	0.183	0.038
LRRmean	50	QCd	All	Medium	4860	68	5945	0.45	0.986	0.55	0.014	0.618	0.666	0.447
LRRmean	50	QCd	All	Large	260	1	125	0.675	0.996	0.325	0.004	0.805	0.82	0.674
LRRmean	50	QCd	All	Very Large	121	0	34	0.781	1	0.219	0	0.877	0.884	0.781
LRRmean	50	QCd	All	Ultra Large	13	0	2	0.867	1	0.133	0	0.929	0.931	0.867
LRRmean	50	QCd	Deletions	All	7319	635	177619	0.04	0.92	0.96	0.08	0.076	0.191	0.039
LRRmean	50	QCd	Deletions	Small	4960	601	174895	0.028	0.892	0.972	0.108	0.054	0.157	0.027
LRRmean	50	QCd	Deletions	Medium	2266	34	2684	0.458	0.985	0.542	0.015	0.625	0.672	0.455
LRRmean	50	QCd	Deletions	Large	40	0	38	0.513	1	0.487	0	0.678	0.716	0.513
LRRmean	50	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	50	QCd	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRmean	50	QCd	Duplications	All	6993	674	57721	0.108	0.912	0.892	0.088	0.193	0.314	0.107
LRRmean	50	QCd	Duplications	Small	4098	639	54339	0.07	0.865	0.93	0.135	0.13	0.246	0.069
LRRmean	50	QCd	Duplications	Medium	2594	34	3261	0.443	0.987	0.557	0.013	0.612	0.661	0.44
LRRmean	50	QCd	Duplications	Large	220	1	87	0.717	0.995	0.283	0.005	0.833	0.845	0.714
LRRmean	50	QCd	Duplications	Very Large	77	0	33	0.7	1	0.3	0	0.824	0.837	0.7
LRRmean	50	QCd	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRmean	100	Raw	All	All	28292	4015	213570	0.117	0.876	0.883	0.124	0.206	0.32	0.115
LRRmean	100	Raw	All	Small	22349	3923	208376	0.097	0.851	0.903	0.149	0.174	0.287	0.095
LRRmean	100	Raw	All	Medium	5489	89	5074	0.52	0.984	0.48	0.016	0.68	0.715	0.515
LRRmean	100	Raw	All	Large	307	3	96	0.762	0.99	0.238	0.01	0.861	0.869	0.756
LRRmean	100	Raw	All	Very Large	128	0	22	0.853	1	0.147	0	0.921	0.924	0.853
LRRmean	100	Raw	All	Ultra Large	19	0	2	0.905	1	0.095	0	0.95	0.951	0.905
LRRmean	100	Raw	Deletions	All	16344	1752	161462	0.092	0.903	0.908	0.097	0.167	0.288	0.091
LRRmean	100	Raw	Deletions	Small	13871	1722	159066	0.08	0.89	0.92	0.11	0.147	0.267	0.079
LRRmean	100	Raw	Deletions	Medium	2363	30	2357	0.501	0.987	0.499	0.013	0.664	0.703	0.497
LRRmean	100	Raw	Deletions	Large	49	0	37	0.57	1	0.43	0	0.726	0.755	0.57
LRRmean	100	Raw	Deletions	Very Large	46	0	1	0.979	1	0.021	0	0.989	0.989	0.979
LRRmean	100	Raw	Deletions	Ultra Large	15	0	1	0.938	1	0.062	0	0.968	0.968	0.938
LRRmean	100	Raw	Duplications	All	11948	2263	52108	0.187	0.841	0.813	0.159	0.305	0.396	0.18
LRRmean	100	Raw	Duplications	Small	8478	2201	49310	0.147	0.794	0.853	0.206	0.248	0.341	0.141
LRRmean	100	Raw	Duplications	Medium	3126	59	2717	0.535	0.981	0.465	0.019	0.693	0.725	0.53
LRRmean	100	Raw	Duplications	Large	258	3	59	0.814	0.989	0.186	0.011	0.893	0.897	0.806
LRRmean	100	Raw	Duplications	Very Large	82	0	21	0.796	1	0.204	0	0.886	0.892	0.796
LRRmean	100	Raw	Duplications	Ultra Large	4	0	1	0.8	1	0.2	0	0.889	0.894	0.8
LRRmean	100	QCd	All	All	15449	1398	232086	0.062	0.917	0.938	0.083	0.117	0.239	0.062
LRRmean	100	QCd	All	Small	10095	1345	226473	0.043	0.882	0.957	0.118	0.081	0.194	0.042
LRRmean	100	QCd	All	Medium	4951	50	5459	0.476	0.99	0.524	0.01	0.643	0.686	0.473
LRRmean	100	QCd	All	Large	268	3	119	0.693	0.989	0.307	0.011	0.815	0.828	0.687
LRRmean	100	QCd	All	Very Large	116	0	34	0.773	1	0.227	0	0.872	0.879	0.773
LRRmean	100	QCd	All	Ultra Large	19	0	1	0.95	1	0.05	0	0.974	0.975	0.95
LRRmean	100	QCd	Deletions	All	7907	651	175393	0.043	0.924	0.957	0.076	0.082	0.2	0.043
LRRmean	100	QCd	Deletions	Small	5547	629	172909	0.031	0.898	0.969	0.102	0.06	0.167	0.031
LRRmean	100	QCd	Deletions	Medium	2256	22	2445	0.48	0.99	0.52	0.01	0.647	0.689	0.478
LRRmean	100	QCd	Deletions	Large	45	0	37	0.549	1	0.451	0	0.709	0.741	0.549
LRRmean	100	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	100	QCd	Deletions	Ultra Large	15	0	1	0.938	1	0.062	0	0.968	0.968	0.938
LRRmean	100	QCd	Duplications	All	7542	747	56693	0.117	0.91	0.883	0.09	0.208	0.327	0.116
LRRmean	100	QCd	Duplications	Small	4548	716	53564	0.078	0.864	0.922	0.136	0.144	0.26	0.077
LRRmean	100	QCd	Duplications	Medium	2695	28	3014	0.472	0.99	0.528	0.01	0.639	0.684	0.47
LRRmean	100	QCd	Duplications	Large	223	3	82	0.731	0.987	0.269	0.013	0.84	0.849	0.724
LRRmean	100	QCd	Duplications	Very Large	72	0	33	0.686	1	0.314	0	0.814	0.828	0.686
LRRmean	100	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	500	Raw	All	All	44014	5086	182556	0.194	0.896	0.806	0.104	0.319	0.417	0.19
LRRmean	500	Raw	All	Small	35817	4914	178810	0.167	0.879	0.833	0.121	0.281	0.383	0.163
LRRmean	500	Raw	All	Medium	7634	170	3667	0.676	0.978	0.324	0.022	0.799	0.813	0.666
LRRmean	500	Raw	All	Large	387	1	66	0.854	0.997	0.146	0.003	0.92	0.923	0.852
LRRmean	500	Raw	All	Very Large	162	1	13	0.926	0.994	0.074	0.006	0.959	0.959	0.92
LRRmean	500	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	500	Raw	Deletions	All	27150	2217	137739	0.165	0.925	0.835	0.075	0.28	0.39	0.162
LRRmean	500	Raw	Deletions	Small	23300	2150	136092	0.146	0.916	0.854	0.084	0.252	0.366	0.144
LRRmean	500	Raw	Deletions	Medium	3737	67	1627	0.697	0.982	0.303	0.018	0.815	0.827	0.688
LRRmean	500	Raw	Deletions	Large	56	0	19	0.747	1	0.253	0	0.855	0.864	0.747
LRRmean	500	Raw	Deletions	Very Large	47	0	1	0.979	1	0.021	0	0.989	0.99	0.979
LRRmean	500	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	500	Raw	Duplications	All	16864	2869	44817	0.273	0.855	0.727	0.145	0.414	0.483	0.261
LRRmean	500	Raw	Duplications	Small	12517	2764	42718	0.227	0.819	0.773	0.181	0.355	0.431	0.216
LRRmean	500	Raw	Duplications	Medium	3897	103	2040	0.656	0.974	0.344	0.026	0.784	0.8	0.645
LRRmean	500	Raw	Duplications	Large	331	1	47	0.876	0.997	0.124	0.003	0.932	0.934	0.873
LRRmean	500	Raw	Duplications	Very Large	115	1	12	0.906	0.991	0.094	0.009	0.947	0.947	0.898
LRRmean	500	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	500	QCd	All	All	20413	1259	216928	0.086	0.942	0.914	0.058	0.158	0.285	0.086
LRRmean	500	QCd	All	Small	13383	1149	212402	0.059	0.921	0.941	0.079	0.111	0.234	0.059
LRRmean	500	QCd	All	Medium	6553	109	4387	0.599	0.984	0.401	0.016	0.745	0.768	0.593
LRRmean	500	QCd	All	Large	344	1	108	0.761	0.997	0.239	0.003	0.863	0.871	0.759
LRRmean	500	QCd	All	Very Large	119	0	31	0.793	1	0.207	0	0.885	0.891	0.793
LRRmean	500	QCd	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	500	QCd	Deletions	All	10859	536	165364	0.062	0.953	0.938	0.047	0.116	0.242	0.061
LRRmean	500	QCd	Deletions	Small	7377	479	163423	0.043	0.939	0.957	0.061	0.083	0.201	0.043
LRRmean	500	QCd	Deletions	Medium	3376	57	1909	0.639	0.983	0.361	0.017	0.774	0.793	0.632
LRRmean	500	QCd	Deletions	Large	52	0	31	0.627	1	0.373	0	0.77	0.792	0.627
LRRmean	500	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	500	QCd	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	500	QCd	Duplications	All	9554	723	51564	0.156	0.93	0.844	0.07	0.268	0.381	0.154
LRRmean	500	QCd	Duplications	Small	6006	670	48979	0.109	0.9	0.891	0.1	0.195	0.313	0.108
LRRmean	500	QCd	Duplications	Medium	3177	52	2478	0.562	0.984	0.438	0.016	0.715	0.743	0.557
LRRmean	500	QCd	Duplications	Large	292	1	77	0.791	0.997	0.209	0.003	0.882	0.888	0.789
LRRmean	500	QCd	Duplications	Very Large	75	0	30	0.714	1	0.286	0	0.833	0.845	0.714
LRRmean	500	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	1000	Raw	All	All	52560	5236	168949	0.237	0.909	0.763	0.091	0.376	0.465	0.232
LRRmean	1000	Raw	All	Small	43381	5048	165878	0.207	0.896	0.793	0.104	0.337	0.431	0.202
LRRmean	1000	Raw	All	Medium	8578	186	3031	0.739	0.979	0.261	0.021	0.842	0.85	0.727
LRRmean	1000	Raw	All	Large	424	2	30	0.934	0.995	0.066	0.005	0.964	0.964	0.93
LRRmean	1000	Raw	All	Very Large	163	0	10	0.942	1	0.058	0	0.97	0.971	0.942
LRRmean	1000	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	1000	Raw	Deletions	All	32948	2333	127866	0.205	0.934	0.795	0.066	0.336	0.437	0.202
LRRmean	1000	Raw	Deletions	Small	28758	2260	126418	0.185	0.927	0.815	0.073	0.309	0.415	0.183
LRRmean	1000	Raw	Deletions	Medium	4073	73	1435	0.739	0.982	0.261	0.018	0.844	0.852	0.73
LRRmean	1000	Raw	Deletions	Large	60	0	12	0.833	1	0.167	0	0.909	0.913	0.833
LRRmean	1000	Raw	Deletions	Very Large	47	0	1	0.979	1	0.021	0	0.989	0.99	0.979
LRRmean	1000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	1000	Raw	Duplications	All	19612	2903	41083	0.323	0.871	0.677	0.129	0.471	0.531	0.308
LRRmean	1000	Raw	Duplications	Small	14623	2788	39460	0.27	0.84	0.73	0.16	0.409	0.477	0.257
LRRmean	1000	Raw	Duplications	Medium	4505	113	1596	0.738	0.976	0.262	0.024	0.841	0.849	0.725
LRRmean	1000	Raw	Duplications	Large	364	2	18	0.953	0.995	0.047	0.005	0.973	0.973	0.948
LRRmean	1000	Raw	Duplications	Very Large	116	0	9	0.928	1	0.072	0	0.963	0.963	0.928
LRRmean	1000	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	1000	QCd	All	All	22709	1137	209871	0.098	0.952	0.902	0.048	0.177	0.305	0.097
LRRmean	1000	QCd	All	Small	14984	1023	205880	0.068	0.936	0.932	0.064	0.127	0.252	0.068
LRRmean	1000	QCd	All	Medium	7216	112	3901	0.649	0.985	0.351	0.015	0.782	0.799	0.643
LRRmean	1000	QCd	All	Large	380	2	60	0.864	0.995	0.136	0.005	0.925	0.927	0.86
LRRmean	1000	QCd	All	Very Large	115	0	30	0.793	1	0.207	0	0.885	0.891	0.793
LRRmean	1000	QCd	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	1000	QCd	Deletions	All	12012	500	161342	0.069	0.96	0.931	0.04	0.129	0.258	0.069
LRRmean	1000	QCd	Deletions	Small	8310	443	159558	0.05	0.949	0.95	0.051	0.094	0.217	0.049
LRRmean	1000	QCd	Deletions	Medium	3591	57	1765	0.67	0.984	0.33	0.016	0.798	0.812	0.663
LRRmean	1000	QCd	Deletions	Large	57	0	18	0.76	1	0.24	0	0.864	0.872	0.76
LRRmean	1000	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	1000	QCd	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	1000	QCd	Duplications	All	10697	637	48529	0.181	0.944	0.819	0.056	0.303	0.413	0.179
LRRmean	1000	QCd	Duplications	Small	6674	580	46322	0.126	0.92	0.874	0.08	0.222	0.34	0.125
LRRmean	1000	QCd	Duplications	Medium	3625	55	2136	0.629	0.985	0.371	0.015	0.768	0.787	0.623
LRRmean	1000	QCd	Duplications	Large	323	2	42	0.885	0.994	0.115	0.006	0.936	0.938	0.88
LRRmean	1000	QCd	Duplications	Very Large	71	0	29	0.71	1	0.29	0	0.83	0.843	0.71
LRRmean	1000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	5000	Raw	All	All	66322	6670	146862	0.311	0.909	0.689	0.091	0.464	0.532	0.302
LRRmean	5000	Raw	All	Small	56266	6517	144633	0.28	0.896	0.72	0.104	0.427	0.501	0.271
LRRmean	5000	Raw	All	Medium	9310	152	2219	0.808	0.984	0.192	0.016	0.887	0.891	0.797
LRRmean	5000	Raw	All	Large	556	0	4	0.993	1	0.007	0	0.996	0.996	0.993
LRRmean	5000	Raw	All	Very Large	175	1	6	0.967	0.994	0.033	0.006	0.98	0.98	0.962
LRRmean	5000	Raw	All	Ultra Large	15	0	0	1	1	0	0	1	1	1
LRRmean	5000	Raw	Deletions	All	41818	3152	112083	0.272	0.93	0.728	0.07	0.421	0.503	0.266
LRRmean	5000	Raw	Deletions	Small	37485	3106	110949	0.253	0.923	0.747	0.077	0.397	0.483	0.247
LRRmean	5000	Raw	Deletions	Medium	4142	46	1131	0.786	0.989	0.214	0.011	0.876	0.881	0.779
LRRmean	5000	Raw	Deletions	Large	131	0	3	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	5000	Raw	Deletions	Very Large	50	0	0	1	1	0	0	1	1	1
LRRmean	5000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	5000	Raw	Duplications	All	24504	3518	34779	0.413	0.874	0.587	0.126	0.561	0.601	0.39
LRRmean	5000	Raw	Duplications	Small	18781	3411	33684	0.358	0.846	0.642	0.154	0.503	0.55	0.336
LRRmean	5000	Raw	Duplications	Medium	5168	106	1088	0.826	0.98	0.174	0.02	0.896	0.9	0.812
LRRmean	5000	Raw	Duplications	Large	425	0	1	0.998	1	0.002	0	0.999	0.999	0.998
LRRmean	5000	Raw	Duplications	Very Large	125	1	6	0.954	0.992	0.046	0.008	0.973	0.973	0.947
LRRmean	5000	Raw	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
LRRmean	5000	QCd	All	All	25874	902	202270	0.113	0.966	0.887	0.034	0.203	0.331	0.113
LRRmean	5000	QCd	All	Small	17481	825	198994	0.081	0.955	0.919	0.045	0.149	0.278	0.08
LRRmean	5000	QCd	All	Medium	7769	77	3206	0.708	0.99	0.292	0.01	0.826	0.837	0.703
LRRmean	5000	QCd	All	Large	485	0	45	0.915	1	0.085	0	0.956	0.957	0.915
LRRmean	5000	QCd	All	Very Large	126	0	25	0.834	1	0.166	0	0.91	0.913	0.834
LRRmean	5000	QCd	All	Ultra Large	13	0	0	1	1	0	0	1	1	1
LRRmean	5000	QCd	Deletions	All	14116	344	155842	0.083	0.976	0.917	0.024	0.153	0.285	0.083
LRRmean	5000	QCd	Deletions	Small	10358	323	154292	0.063	0.97	0.937	0.03	0.118	0.247	0.063
LRRmean	5000	QCd	Deletions	Medium	3586	21	1534	0.7	0.994	0.3	0.006	0.822	0.834	0.698
LRRmean	5000	QCd	Deletions	Large	116	0	16	0.879	1	0.121	0	0.935	0.937	0.879
LRRmean	5000	QCd	Deletions	Very Large	47	0	0	1	1	0	0	1	1	1
LRRmean	5000	QCd	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
LRRmean	5000	QCd	Duplications	All	11758	558	46428	0.202	0.955	0.798	0.045	0.334	0.439	0.2
LRRmean	5000	QCd	Duplications	Small	7123	502	44702	0.137	0.934	0.863	0.066	0.24	0.358	0.136
LRRmean	5000	QCd	Duplications	Medium	4183	56	1672	0.714	0.987	0.286	0.013	0.829	0.84	0.708
LRRmean	5000	QCd	Duplications	Large	369	0	29	0.927	1	0.073	0	0.962	0.963	0.927
LRRmean	5000	QCd	Duplications	Very Large	79	0	25	0.76	1	0.24	0	0.863	0.872	0.76
LRRmean	5000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	10000	Raw	All	All	69744	7388	140836	0.331	0.904	0.669	0.096	0.485	0.547	0.32
LRRmean	10000	Raw	All	Small	59502	7262	138782	0.3	0.891	0.7	0.109	0.449	0.517	0.289
LRRmean	10000	Raw	All	Medium	9471	123	2042	0.823	0.987	0.177	0.013	0.897	0.901	0.814
LRRmean	10000	Raw	All	Large	591	1	6	0.99	0.998	0.01	0.002	0.994	0.994	0.988
LRRmean	10000	Raw	All	Very Large	166	2	6	0.965	0.988	0.035	0.012	0.976	0.977	0.954
LRRmean	10000	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
LRRmean	10000	Raw	Deletions	All	44105	3593	107512	0.291	0.925	0.709	0.075	0.443	0.519	0.284
LRRmean	10000	Raw	Deletions	Small	39802	3540	106470	0.272	0.918	0.728	0.082	0.42	0.5	0.266
LRRmean	10000	Raw	Deletions	Medium	4109	52	1039	0.798	0.988	0.202	0.012	0.883	0.888	0.79
LRRmean	10000	Raw	Deletions	Large	135	1	3	0.978	0.993	0.022	0.007	0.985	0.985	0.971
LRRmean	10000	Raw	Deletions	Very Large	49	0	0	1	1	0	0	1	1	1
LRRmean	10000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
LRRmean	10000	Raw	Duplications	All	25639	3795	33324	0.435	0.871	0.565	0.129	0.58	0.615	0.409
LRRmean	10000	Raw	Duplications	Small	19700	3722	32312	0.379	0.841	0.621	0.159	0.522	0.564	0.353
LRRmean	10000	Raw	Duplications	Medium	5362	71	1003	0.842	0.987	0.158	0.013	0.909	0.912	0.833
LRRmean	10000	Raw	Duplications	Large	456	0	3	0.993	1	0.007	0	0.997	0.997	0.993
LRRmean	10000	Raw	Duplications	Very Large	117	2	6	0.951	0.983	0.049	0.017	0.967	0.967	0.936
LRRmean	10000	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	10000	QCd	All	All	26750	1186	198909	0.119	0.958	0.881	0.042	0.211	0.337	0.118
LRRmean	10000	QCd	All	Small	18304	1142	195718	0.086	0.941	0.914	0.059	0.157	0.284	0.085
LRRmean	10000	QCd	All	Medium	7800	43	3125	0.714	0.995	0.286	0.005	0.831	0.843	0.711
LRRmean	10000	QCd	All	Large	513	1	39	0.929	0.998	0.071	0.002	0.962	0.963	0.928
LRRmean	10000	QCd	All	Very Large	121	0	27	0.818	1	0.182	0	0.9	0.904	0.818
LRRmean	10000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
LRRmean	10000	QCd	Deletions	All	14634	540	153355	0.087	0.964	0.913	0.036	0.16	0.29	0.087
LRRmean	10000	QCd	Deletions	Small	10969	528	151881	0.067	0.954	0.933	0.046	0.126	0.254	0.067
LRRmean	10000	QCd	Deletions	Medium	3490	11	1462	0.705	0.997	0.295	0.003	0.826	0.838	0.703
LRRmean	10000	QCd	Deletions	Large	120	1	12	0.909	0.992	0.091	0.008	0.949	0.95	0.902
LRRmean	10000	QCd	Deletions	Very Large	47	0	0	1	1	0	0	1	1	1
LRRmean	10000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
LRRmean	10000	QCd	Duplications	All	12116	646	45554	0.21	0.949	0.79	0.051	0.344	0.447	0.208
LRRmean	10000	QCd	Duplications	Small	7335	614	43837	0.143	0.923	0.857	0.077	0.248	0.364	0.142
LRRmean	10000	QCd	Duplications	Medium	4310	32	1663	0.722	0.993	0.278	0.007	0.836	0.846	0.718
LRRmean	10000	QCd	Duplications	Large	393	0	27	0.936	1	0.064	0	0.967	0.967	0.936
LRRmean	10000	QCd	Duplications	Very Large	74	0	27	0.733	1	0.267	0	0.846	0.856	0.733
LRRmean	10000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	50000	Raw	All	All	80507	9917	123659	0.394	0.89	0.606	0.11	0.547	0.593	0.376
LRRmean	50000	Raw	All	Small	70289	9575	121950	0.366	0.88	0.634	0.12	0.517	0.567	0.348
LRRmean	50000	Raw	All	Medium	9542	342	1698	0.849	0.965	0.151	0.035	0.903	0.905	0.824
LRRmean	50000	Raw	All	Large	483	0	5	0.99	1	0.01	0	0.995	0.995	0.99
LRRmean	50000	Raw	All	Very Large	180	0	6	0.968	1	0.032	0	0.984	0.984	0.968
LRRmean	50000	Raw	All	Ultra Large	13	0	0	1	1	0	0	1	1	1
LRRmean	50000	Raw	Deletions	All	53118	5182	92739	0.364	0.911	0.636	0.089	0.52	0.576	0.352
LRRmean	50000	Raw	Deletions	Small	49265	5012	91871	0.349	0.908	0.651	0.092	0.504	0.563	0.337
LRRmean	50000	Raw	Deletions	Medium	3674	170	867	0.809	0.956	0.191	0.044	0.876	0.879	0.78
LRRmean	50000	Raw	Deletions	Large	122	0	1	0.992	1	0.008	0	0.996	0.996	0.992
LRRmean	50000	Raw	Deletions	Very Large	48	0	0	1	1	0	0	1	1	1
LRRmean	50000	Raw	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
LRRmean	50000	Raw	Duplications	All	27389	4735	30920	0.47	0.853	0.53	0.147	0.606	0.633	0.434
LRRmean	50000	Raw	Duplications	Small	21024	4563	30079	0.411	0.822	0.589	0.178	0.548	0.581	0.378
LRRmean	50000	Raw	Duplications	Medium	5868	172	831	0.876	0.972	0.124	0.028	0.921	0.923	0.854
LRRmean	50000	Raw	Duplications	Large	361	0	4	0.989	1	0.011	0	0.994	0.995	0.989
LRRmean	50000	Raw	Duplications	Very Large	132	0	6	0.957	1	0.043	0	0.978	0.978	0.957
LRRmean	50000	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	50000	QCd	All	All	28141	1973	195046	0.126	0.934	0.874	0.066	0.222	0.343	0.125
LRRmean	50000	QCd	All	Small	20210	1887	192197	0.095	0.915	0.905	0.085	0.172	0.295	0.094
LRRmean	50000	QCd	All	Medium	7379	86	2787	0.726	0.988	0.274	0.012	0.837	0.847	0.72
LRRmean	50000	QCd	All	Large	417	0	35	0.923	1	0.077	0	0.96	0.961	0.923
LRRmean	50000	QCd	All	Very Large	124	0	27	0.821	1	0.179	0	0.902	0.906	0.821
LRRmean	50000	QCd	All	Ultra Large	11	0	0	1	1	0	0	1	1	1
LRRmean	50000	QCd	Deletions	All	15128	950	150726	0.091	0.941	0.909	0.059	0.166	0.293	0.091
LRRmean	50000	QCd	Deletions	Small	12053	917	149366	0.075	0.929	0.925	0.071	0.138	0.263	0.074
LRRmean	50000	QCd	Deletions	Medium	2917	33	1350	0.684	0.989	0.316	0.011	0.808	0.822	0.678
LRRmean	50000	QCd	Deletions	Large	106	0	10	0.914	1	0.086	0	0.955	0.956	0.914
LRRmean	50000	QCd	Deletions	Very Large	45	0	0	1	1	0	0	1	1	1
LRRmean	50000	QCd	Deletions	Ultra Large	7	0	0	1	1	0	0	1	1	1
LRRmean	50000	QCd	Duplications	All	13013	1023	44320	0.227	0.927	0.773	0.073	0.365	0.459	0.223
LRRmean	50000	QCd	Duplications	Small	8157	970	42831	0.16	0.894	0.84	0.106	0.271	0.378	0.157
LRRmean	50000	QCd	Duplications	Medium	4462	53	1437	0.756	0.988	0.244	0.012	0.857	0.865	0.75
LRRmean	50000	QCd	Duplications	Large	311	0	25	0.926	1	0.074	0	0.961	0.962	0.926
LRRmean	50000	QCd	Duplications	Very Large	79	0	27	0.745	1	0.255	0	0.854	0.863	0.745
LRRmean	50000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	100000	Raw	All	All	83907	11179	118022	0.416	0.882	0.584	0.118	0.565	0.606	0.394
LRRmean	100000	Raw	All	Small	73321	10994	116346	0.387	0.87	0.613	0.13	0.535	0.58	0.365
LRRmean	100000	Raw	All	Medium	9920	185	1660	0.857	0.982	0.143	0.018	0.915	0.917	0.843
LRRmean	100000	Raw	All	Large	482	0	7	0.986	1	0.014	0	0.993	0.993	0.986
LRRmean	100000	Raw	All	Very Large	173	0	9	0.951	1	0.049	0	0.975	0.975	0.951
LRRmean	100000	Raw	All	Ultra Large	11	0	0	1	1	0	0	1	1	1
LRRmean	100000	Raw	Deletions	All	57321	5947	86589	0.398	0.906	0.602	0.094	0.553	0.601	0.383
LRRmean	100000	Raw	Deletions	Small	52863	5871	85727	0.381	0.9	0.619	0.1	0.536	0.586	0.366
LRRmean	100000	Raw	Deletions	Medium	4279	76	862	0.832	0.983	0.168	0.017	0.901	0.904	0.82
LRRmean	100000	Raw	Deletions	Large	123	0	0	1	1	0	0	1	1	1
LRRmean	100000	Raw	Deletions	Very Large	48	0	0	1	1	0	0	1	1	1
LRRmean	100000	Raw	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
LRRmean	100000	Raw	Duplications	All	26586	5232	31433	0.458	0.836	0.542	0.164	0.592	0.619	0.42
LRRmean	100000	Raw	Duplications	Small	20458	5123	30619	0.401	0.8	0.599	0.2	0.534	0.566	0.364
LRRmean	100000	Raw	Duplications	Medium	5641	109	798	0.876	0.981	0.124	0.019	0.926	0.927	0.861
LRRmean	100000	Raw	Duplications	Large	359	0	7	0.981	1	0.019	0	0.99	0.99	0.981
