Method	MaxD	QC	CNV_Type	CNV_Size	TP	FP	FN	Sensitivity	PPV	FNR	FDR	F1	FMI	JI
BAF	5000	QCd	All	All	27117	1758	195498	0.122	0.939	0.878	0.061	0.216	0.338	0.121
BAF	5000	QCd	All	Small	19052	1665	192294	0.09	0.92	0.91	0.08	0.164	0.288	0.089
BAF	5000	QCd	All	Medium	7469	90	3135	0.704	0.988	0.296	0.012	0.822	0.834	0.698
BAF	5000	QCd	All	Large	462	3	42	0.917	0.994	0.083	0.006	0.954	0.954	0.911
BAF	5000	QCd	All	Very Large	121	0	27	0.818	1	0.182	0	0.9	0.904	0.818
BAF	5000	QCd	All	Ultra Large	13	0	0	1	1	0	0	1	1	1
BAF	5000	QCd	Deletions	All	15354	628	150478	0.093	0.961	0.907	0.039	0.169	0.298	0.092
BAF	5000	QCd	Deletions	Small	11642	610	148925	0.073	0.95	0.927	0.05	0.135	0.262	0.072
BAF	5000	QCd	Deletions	Medium	3548	17	1538	0.698	0.995	0.302	0.005	0.82	0.833	0.695
BAF	5000	QCd	Deletions	Large	110	1	15	0.88	0.991	0.12	0.009	0.932	0.934	0.873
BAF	5000	QCd	Deletions	Very Large	45	0	0	1	1	0	0	1	1	1
BAF	5000	QCd	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	5000	QCd	Duplications	All	11763	1130	45020	0.207	0.912	0.793	0.088	0.338	0.435	0.203
BAF	5000	QCd	Duplications	Small	7410	1055	43369	0.146	0.875	0.854	0.125	0.25	0.357	0.143
BAF	5000	QCd	Duplications	Medium	3921	73	1597	0.711	0.982	0.289	0.018	0.824	0.835	0.701
BAF	5000	QCd	Duplications	Large	352	2	27	0.929	0.994	0.071	0.006	0.96	0.961	0.924
BAF	5000	QCd	Duplications	Very Large	76	0	27	0.738	1	0.262	0	0.849	0.859	0.738
BAF	5000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
BAF	10000	Raw	All	All	70821	7684	139949	0.336	0.902	0.664	0.098	0.49	0.551	0.324
BAF	10000	Raw	All	Small	60752	7497	138036	0.306	0.89	0.694	0.11	0.455	0.522	0.295
BAF	10000	Raw	All	Medium	9298	183	1908	0.83	0.981	0.17	0.019	0.899	0.902	0.816
BAF	10000	Raw	All	Large	585	4	1	0.998	0.993	0.002	0.007	0.996	0.996	0.992
BAF	10000	Raw	All	Very Large	174	0	4	0.978	1	0.022	0	0.989	0.989	0.978
BAF	10000	Raw	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	10000	Raw	Deletions	All	45694	3248	106253	0.301	0.934	0.699	0.066	0.455	0.53	0.294
BAF	10000	Raw	Deletions	Small	41262	3183	105303	0.282	0.928	0.718	0.072	0.432	0.511	0.276
BAF	10000	Raw	Deletions	Medium	4233	63	949	0.817	0.985	0.183	0.015	0.893	0.897	0.807
BAF	10000	Raw	Deletions	Large	142	2	1	0.993	0.986	0.007	0.014	0.99	0.99	0.979
BAF	10000	Raw	Deletions	Very Large	47	0	0	1	1	0	0	1	1	1
BAF	10000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
BAF	10000	Raw	Duplications	All	25127	4436	33696	0.427	0.85	0.573	0.15	0.569	0.603	0.397
BAF	10000	Raw	Duplications	Small	19490	4314	32733	0.373	0.819	0.627	0.181	0.513	0.553	0.345
BAF	10000	Raw	Duplications	Medium	5065	120	959	0.841	0.977	0.159	0.023	0.904	0.906	0.824
BAF	10000	Raw	Duplications	Large	443	2	0	1	0.996	0	0.004	0.998	0.998	0.996
BAF	10000	Raw	Duplications	Very Large	127	0	4	0.969	1	0.031	0	0.984	0.985	0.969
BAF	10000	Raw	Duplications	Ultra Large	2	0	0	1	1	0	0	1	1	1
BAF	10000	QCd	All	All	26312	1598	191754	0.121	0.943	0.879	0.057	0.214	0.337	0.12
BAF	10000	QCd	All	Small	18310	1533	188812	0.088	0.923	0.912	0.077	0.161	0.286	0.088
BAF	10000	QCd	All	Medium	7377	61	2885	0.719	0.992	0.281	0.008	0.834	0.844	0.715
BAF	10000	QCd	All	Large	495	4	31	0.941	0.992	0.059	0.008	0.966	0.966	0.934
BAF	10000	QCd	All	Very Large	120	0	26	0.822	1	0.178	0	0.902	0.907	0.822
BAF	10000	QCd	All	Ultra Large	10	0	0	1	1	0	0	1	1	1
BAF	10000	QCd	Deletions	All	14951	524	147134	0.092	0.966	0.908	0.034	0.168	0.299	0.092
BAF	10000	QCd	Deletions	Small	11242	504	145787	0.072	0.957	0.928	0.043	0.133	0.262	0.071
BAF	10000	QCd	Deletions	Medium	3532	18	1335	0.726	0.995	0.274	0.005	0.839	0.85	0.723
BAF	10000	QCd	Deletions	Large	124	2	12	0.912	0.984	0.088	0.016	0.947	0.947	0.899
BAF	10000	QCd	Deletions	Very Large	45	0	0	1	1	0	0	1	1	1
BAF	10000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
BAF	10000	QCd	Duplications	All	11361	1074	44620	0.203	0.914	0.797	0.086	0.332	0.431	0.199
BAF	10000	QCd	Duplications	Small	7068	1029	43025	0.141	0.873	0.859	0.127	0.243	0.351	0.138
BAF	10000	QCd	Duplications	Medium	3845	43	1550	0.713	0.989	0.287	0.011	0.828	0.84	0.707
BAF	10000	QCd	Duplications	Large	371	2	19	0.951	0.995	0.049	0.005	0.972	0.973	0.946
BAF	10000	QCd	Duplications	Very Large	75	0	26	0.743	1	0.257	0	0.852	0.862	0.743
BAF	10000	QCd	Duplications	Ultra Large	2	0	0	1	1	0	0	1	1	1
BAF	50000	Raw	All	All	74435	7615	135930	0.354	0.907	0.646	0.093	0.509	0.567	0.341
BAF	50000	Raw	All	Small	63805	7450	135029	0.321	0.895	0.679	0.105	0.472	0.536	0.309
BAF	50000	Raw	All	Medium	10009	164	895	0.918	0.984	0.082	0.016	0.95	0.95	0.904
BAF	50000	Raw	All	Large	434	1	3	0.993	0.998	0.007	0.002	0.995	0.995	0.991
BAF	50000	Raw	All	Very Large	174	0	3	0.983	1	0.017	0	0.991	0.991	0.983
BAF	50000	Raw	All	Ultra Large	13	0	0	1	1	0	0	1	1	1
BAF	50000	Raw	Deletions	All	48552	3479	102838	0.321	0.933	0.679	0.067	0.477	0.547	0.314
BAF	50000	Raw	Deletions	Small	43823	3416	102625	0.299	0.928	0.701	0.072	0.453	0.527	0.292
BAF	50000	Raw	Deletions	Medium	4566	63	211	0.956	0.986	0.044	0.014	0.971	0.971	0.943
BAF	50000	Raw	Deletions	Large	107	0	2	0.982	1	0.018	0	0.991	0.991	0.982
BAF	50000	Raw	Deletions	Very Large	47	0	0	1	1	0	0	1	1	1
BAF	50000	Raw	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	50000	Raw	Duplications	All	25883	4136	33092	0.439	0.862	0.561	0.138	0.582	0.615	0.41
BAF	50000	Raw	Duplications	Small	19982	4034	32404	0.381	0.832	0.619	0.168	0.523	0.563	0.354
BAF	50000	Raw	Duplications	Medium	5443	101	684	0.888	0.982	0.112	0.018	0.933	0.934	0.874
BAF	50000	Raw	Duplications	Large	327	1	1	0.997	0.997	0.003	0.003	0.997	0.997	0.994
BAF	50000	Raw	Duplications	Very Large	127	0	3	0.977	1	0.023	0	0.988	0.988	0.977
BAF	50000	Raw	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
BAF	50000	QCd	All	All	26748	1430	189517	0.124	0.949	0.876	0.051	0.219	0.343	0.123
BAF	50000	QCd	All	Small	18662	1359	187375	0.091	0.932	0.909	0.068	0.165	0.291	0.09
BAF	50000	QCd	All	Medium	7595	70	2093	0.784	0.991	0.216	0.009	0.875	0.881	0.778
BAF	50000	QCd	All	Large	366	1	25	0.936	0.997	0.064	0.003	0.966	0.966	0.934
BAF	50000	QCd	All	Very Large	113	0	24	0.825	1	0.175	0	0.904	0.908	0.825
BAF	50000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	50000	QCd	Deletions	All	15096	661	145884	0.094	0.958	0.906	0.042	0.171	0.3	0.093
BAF	50000	QCd	Deletions	Small	11283	639	145202	0.072	0.946	0.928	0.054	0.134	0.261	0.072
BAF	50000	QCd	Deletions	Medium	3672	22	676	0.845	0.994	0.155	0.006	0.913	0.916	0.84
BAF	50000	QCd	Deletions	Large	92	0	6	0.939	1	0.061	0	0.968	0.969	0.939
BAF	50000	QCd	Deletions	Very Large	41	0	0	1	1	0	0	1	1	1
BAF	50000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
BAF	50000	QCd	Duplications	All	11652	769	43633	0.211	0.938	0.789	0.062	0.344	0.445	0.208
BAF	50000	QCd	Duplications	Small	7379	720	42173	0.149	0.911	0.851	0.089	0.256	0.368	0.147
BAF	50000	QCd	Duplications	Medium	3923	48	1417	0.735	0.988	0.265	0.012	0.843	0.852	0.728
BAF	50000	QCd	Duplications	Large	274	1	19	0.935	0.996	0.065	0.004	0.965	0.965	0.932
BAF	50000	QCd	Duplications	Very Large	72	0	24	0.75	1	0.25	0	0.857	0.866	0.75
BAF	50000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	All	All	74657	7801	134464	0.357	0.905	0.643	0.095	0.512	0.569	0.344
BAF	100000	Raw	All	Small	63907	7625	133320	0.324	0.893	0.676	0.107	0.476	0.538	0.312
BAF	100000	Raw	All	Medium	10128	176	1141	0.899	0.983	0.101	0.017	0.939	0.94	0.885
BAF	100000	Raw	All	Large	435	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	All	Very Large	174	0	3	0.983	1	0.017	0	0.991	0.991	0.983
BAF	100000	Raw	All	Ultra Large	13	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	Deletions	All	49564	3603	100451	0.33	0.932	0.67	0.068	0.488	0.555	0.323
BAF	100000	Raw	Deletions	Small	44452	3546	100203	0.307	0.926	0.693	0.074	0.461	0.533	0.3
BAF	100000	Raw	Deletions	Medium	4947	57	248	0.952	0.989	0.048	0.011	0.97	0.97	0.942
BAF	100000	Raw	Deletions	Large	108	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	Deletions	Very Large	47	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	Deletions	Ultra Large	10	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	Duplications	All	25093	4198	34013	0.425	0.857	0.575	0.143	0.568	0.603	0.396
BAF	100000	Raw	Duplications	Small	19455	4079	33117	0.37	0.827	0.63	0.173	0.511	0.553	0.343
BAF	100000	Raw	Duplications	Medium	5181	119	893	0.853	0.978	0.147	0.022	0.911	0.913	0.837
BAF	100000	Raw	Duplications	Large	327	0	0	1	1	0	0	1	1	1
BAF	100000	Raw	Duplications	Very Large	127	0	3	0.977	1	0.023	0	0.988	0.988	0.977
BAF	100000	Raw	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
BAF	100000	QCd	All	All	29843	1751	183136	0.14	0.945	0.86	0.055	0.244	0.364	0.139
BAF	100000	QCd	All	Small	21350	1671	181006	0.106	0.927	0.894	0.073	0.189	0.313	0.105
BAF	100000	QCd	All	Medium	7999	80	2087	0.793	0.99	0.207	0.01	0.881	0.886	0.787
BAF	100000	QCd	All	Large	367	0	23	0.941	1	0.059	0	0.97	0.97	0.941
BAF	100000	QCd	All	Very Large	115	0	20	0.852	1	0.148	0	0.92	0.923	0.852
BAF	100000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	100000	QCd	Deletions	All	17979	867	139566	0.114	0.954	0.886	0.046	0.204	0.33	0.113
BAF	100000	QCd	Deletions	Small	13757	849	138936	0.09	0.942	0.91	0.058	0.164	0.291	0.09
BAF	100000	QCd	Deletions	Medium	4079	18	628	0.867	0.996	0.133	0.004	0.927	0.929	0.863
BAF	100000	QCd	Deletions	Large	92	0	2	0.979	1	0.021	0	0.989	0.989	0.979
BAF	100000	QCd	Deletions	Very Large	42	0	0	1	1	0	0	1	1	1
BAF	100000	QCd	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	100000	QCd	Duplications	All	11864	884	43570	0.214	0.931	0.786	0.069	0.348	0.446	0.211
BAF	100000	QCd	Duplications	Small	7593	822	42070	0.153	0.902	0.847	0.098	0.261	0.371	0.15
BAF	100000	QCd	Duplications	Medium	3920	62	1459	0.729	0.984	0.271	0.016	0.838	0.847	0.72
BAF	100000	QCd	Duplications	Large	275	0	21	0.929	1	0.071	0	0.963	0.964	0.929
BAF	100000	QCd	Duplications	Very Large	73	0	20	0.785	1	0.215	0	0.88	0.886	0.785
BAF	100000	QCd	Duplications	Ultra Large	3	0	0	1	1	0	0	1	1	1
BAF	500000	Raw	All	All	75860	7472	134600	0.36	0.91	0.64	0.09	0.516	0.573	0.348
BAF	500000	Raw	All	Small	64814	7118	133540	0.327	0.901	0.673	0.099	0.48	0.543	0.315
BAF	500000	Raw	All	Medium	10379	354	1054	0.908	0.967	0.092	0.033	0.936	0.937	0.881
BAF	500000	Raw	All	Large	480	0	5	0.99	1	0.01	0	0.995	0.995	0.99
BAF	500000	Raw	All	Very Large	173	0	1	0.994	1	0.006	0	0.997	0.997	0.994
BAF	500000	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
BAF	500000	Raw	Deletions	All	50371	3308	101231	0.332	0.938	0.668	0.062	0.491	0.558	0.325
BAF	500000	Raw	Deletions	Small	45509	3123	100901	0.311	0.936	0.689	0.064	0.467	0.539	0.304
BAF	500000	Raw	Deletions	Medium	4698	185	326	0.935	0.962	0.065	0.038	0.948	0.949	0.902
BAF	500000	Raw	Deletions	Large	111	0	4	0.965	1	0.035	0	0.982	0.982	0.965
BAF	500000	Raw	Deletions	Very Large	44	0	0	1	1	0	0	1	1	1
BAF	500000	Raw	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	500000	Raw	Duplications	All	25489	4164	33369	0.433	0.86	0.567	0.14	0.576	0.61	0.404
BAF	500000	Raw	Duplications	Small	19305	3995	32639	0.372	0.829	0.628	0.171	0.513	0.555	0.345
BAF	500000	Raw	Duplications	Medium	5681	169	728	0.886	0.971	0.114	0.029	0.927	0.928	0.864
BAF	500000	Raw	Duplications	Large	369	0	1	0.997	1	0.003	0	0.999	0.999	0.997
BAF	500000	Raw	Duplications	Very Large	129	0	1	0.992	1	0.008	0	0.996	0.996	0.992
BAF	500000	Raw	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
BAF	500000	QCd	All	All	29530	1293	188334	0.136	0.958	0.864	0.042	0.237	0.36	0.135
BAF	500000	QCd	All	Small	20782	1168	186128	0.1	0.947	0.9	0.053	0.182	0.308	0.1
BAF	500000	QCd	All	Medium	8211	125	2154	0.792	0.985	0.208	0.015	0.878	0.883	0.783
BAF	500000	QCd	All	Large	410	0	30	0.932	1	0.068	0	0.965	0.965	0.932
BAF	500000	QCd	All	Very Large	115	0	22	0.839	1	0.161	0	0.913	0.916	0.839
BAF	500000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	500000	QCd	Deletions	All	17900	487	143603	0.111	0.974	0.889	0.026	0.199	0.328	0.111
BAF	500000	QCd	Deletions	Small	13873	429	142810	0.089	0.97	0.911	0.03	0.162	0.293	0.088
BAF	500000	QCd	Deletions	Medium	3882	58	785	0.832	0.985	0.168	0.015	0.902	0.905	0.822
BAF	500000	QCd	Deletions	Large	95	0	8	0.922	1	0.078	0	0.96	0.96	0.922
BAF	500000	QCd	Deletions	Very Large	42	0	0	1	1	0	0	1	1	1
BAF	500000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
BAF	500000	QCd	Duplications	All	11630	806	44731	0.206	0.935	0.794	0.065	0.338	0.439	0.203
BAF	500000	QCd	Duplications	Small	6909	739	43318	0.138	0.903	0.862	0.097	0.239	0.353	0.136
BAF	500000	QCd	Duplications	Medium	4329	67	1369	0.76	0.985	0.24	0.015	0.858	0.865	0.751
BAF	500000	QCd	Duplications	Large	315	0	22	0.935	1	0.065	0	0.966	0.967	0.935
BAF	500000	QCd	Duplications	Very Large	73	0	22	0.768	1	0.232	0	0.869	0.877	0.768
BAF	500000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
BAF	1000000	Raw	All	All	76801	7692	132575	0.367	0.909	0.633	0.091	0.523	0.577	0.354
BAF	1000000	Raw	All	Small	67483	7396	131168	0.34	0.901	0.66	0.099	0.493	0.553	0.328
BAF	1000000	Raw	All	Medium	8689	296	1393	0.862	0.967	0.138	0.033	0.911	0.913	0.837
BAF	1000000	Raw	All	Large	434	0	12	0.973	1	0.027	0	0.986	0.986	0.973
BAF	1000000	Raw	All	Very Large	181	0	2	0.989	1	0.011	0	0.995	0.995	0.989
BAF	1000000	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
BAF	1000000	Raw	Deletions	All	51356	3561	98743	0.342	0.935	0.658	0.065	0.501	0.566	0.334
BAF	1000000	Raw	Deletions	Small	47471	3410	98338	0.326	0.933	0.674	0.067	0.483	0.551	0.318
BAF	1000000	Raw	Deletions	Medium	3716	151	401	0.903	0.961	0.097	0.039	0.931	0.931	0.871
BAF	1000000	Raw	Deletions	Large	114	0	4	0.966	1	0.034	0	0.983	0.983	0.966
BAF	1000000	Raw	Deletions	Very Large	46	0	0	1	1	0	0	1	1	1
BAF	1000000	Raw	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	1000000	Raw	Duplications	All	25445	4131	33832	0.429	0.86	0.571	0.14	0.573	0.608	0.401
BAF	1000000	Raw	Duplications	Small	20012	3986	32830	0.379	0.834	0.621	0.166	0.521	0.562	0.352
BAF	1000000	Raw	Duplications	Medium	4973	145	992	0.834	0.972	0.166	0.028	0.897	0.9	0.814
BAF	1000000	Raw	Duplications	Large	320	0	8	0.976	1	0.024	0	0.988	0.988	0.976
BAF	1000000	Raw	Duplications	Very Large	135	0	2	0.985	1	0.015	0	0.993	0.993	0.985
BAF	1000000	Raw	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
BAF	1000000	QCd	All	All	28603	1328	187364	0.132	0.956	0.868	0.044	0.233	0.356	0.132
BAF	1000000	QCd	All	Small	21685	1279	184775	0.105	0.944	0.895	0.056	0.189	0.315	0.104
BAF	1000000	QCd	All	Medium	6417	49	2526	0.718	0.992	0.282	0.008	0.833	0.844	0.714
BAF	1000000	QCd	All	Large	372	0	42	0.899	1	0.101	0	0.947	0.948	0.899
BAF	1000000	QCd	All	Very Large	117	0	21	0.848	1	0.152	0	0.918	0.921	0.848
BAF	1000000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	1000000	QCd	Deletions	All	17008	497	143110	0.106	0.972	0.894	0.028	0.192	0.321	0.106
BAF	1000000	QCd	Deletions	Small	14033	482	142214	0.09	0.967	0.91	0.033	0.164	0.295	0.09
BAF	1000000	QCd	Deletions	Medium	2823	15	887	0.761	0.995	0.239	0.005	0.862	0.87	0.758
BAF	1000000	QCd	Deletions	Large	101	0	9	0.918	1	0.082	0	0.957	0.958	0.918
BAF	1000000	QCd	Deletions	Very Large	43	0	0	1	1	0	0	1	1	1
BAF	1000000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
BAF	1000000	QCd	Duplications	All	11595	831	44254	0.208	0.933	0.792	0.067	0.34	0.44	0.205
BAF	1000000	QCd	Duplications	Small	7652	797	42561	0.152	0.906	0.848	0.094	0.261	0.372	0.15
BAF	1000000	QCd	Duplications	Medium	3594	34	1639	0.687	0.991	0.313	0.009	0.811	0.825	0.682
BAF	1000000	QCd	Duplications	Large	271	0	33	0.891	1	0.109	0	0.943	0.944	0.891
BAF	1000000	QCd	Duplications	Very Large	74	0	21	0.779	1	0.221	0	0.876	0.883	0.779
BAF	1000000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
BAF	5000000	Raw	All	All	79448	8613	126722	0.385	0.902	0.615	0.098	0.54	0.59	0.37
BAF	5000000	Raw	All	Small	68928	8332	125437	0.355	0.892	0.645	0.108	0.508	0.562	0.34
BAF	5000000	Raw	All	Medium	9896	280	1271	0.886	0.972	0.114	0.028	0.927	0.928	0.865
BAF	5000000	Raw	All	Large	426	0	13	0.97	1	0.03	0	0.985	0.985	0.97
BAF	5000000	Raw	All	Very Large	184	1	1	0.995	0.995	0.005	0.005	0.995	0.995	0.989
BAF	5000000	Raw	All	Ultra Large	14	0	0	1	1	0	0	1	1	1
BAF	5000000	Raw	Deletions	All	53879	3849	93796	0.365	0.933	0.635	0.067	0.525	0.584	0.356
BAF	5000000	Raw	Deletions	Small	49301	3712	93450	0.345	0.93	0.655	0.07	0.504	0.567	0.337
BAF	5000000	Raw	Deletions	Medium	4418	137	342	0.928	0.97	0.072	0.03	0.949	0.949	0.902
BAF	5000000	Raw	Deletions	Large	106	0	4	0.964	1	0.036	0	0.981	0.982	0.964
BAF	5000000	Raw	Deletions	Very Large	45	0	0	1	1	0	0	1	1	1
BAF	5000000	Raw	Deletions	Ultra Large	9	0	0	1	1	0	0	1	1	1
BAF	5000000	Raw	Duplications	All	25569	4764	32926	0.437	0.843	0.563	0.157	0.576	0.607	0.404
BAF	5000000	Raw	Duplications	Small	19627	4620	31987	0.38	0.809	0.62	0.191	0.517	0.555	0.349
BAF	5000000	Raw	Duplications	Medium	5478	143	929	0.855	0.975	0.145	0.025	0.911	0.913	0.836
BAF	5000000	Raw	Duplications	Large	320	0	9	0.973	1	0.027	0	0.986	0.986	0.973
BAF	5000000	Raw	Duplications	Very Large	139	1	1	0.993	0.993	0.007	0.007	0.993	0.993	0.986
BAF	5000000	Raw	Duplications	Ultra Large	5	0	0	1	1	0	0	1	1	1
BAF	5000000	QCd	All	All	30000	1626	183955	0.14	0.949	0.86	0.051	0.244	0.365	0.139
BAF	5000000	QCd	All	Small	21922	1537	181492	0.108	0.934	0.892	0.066	0.193	0.317	0.107
BAF	5000000	QCd	All	Medium	7599	89	2396	0.76	0.988	0.24	0.012	0.859	0.867	0.754
BAF	5000000	QCd	All	Large	354	0	44	0.889	1	0.111	0	0.941	0.943	0.889
BAF	5000000	QCd	All	Very Large	113	0	23	0.831	1	0.169	0	0.908	0.912	0.831
BAF	5000000	QCd	All	Ultra Large	12	0	0	1	1	0	0	1	1	1
BAF	5000000	QCd	Deletions	All	18020	699	141018	0.113	0.963	0.887	0.037	0.203	0.33	0.113
BAF	5000000	QCd	Deletions	Small	14239	667	140205	0.092	0.955	0.908	0.045	0.168	0.297	0.092
BAF	5000000	QCd	Deletions	Medium	3644	32	799	0.82	0.991	0.18	0.009	0.898	0.902	0.814
BAF	5000000	QCd	Deletions	Large	89	0	14	0.864	1	0.136	0	0.927	0.93	0.864
BAF	5000000	QCd	Deletions	Very Large	40	0	0	1	1	0	0	1	1	1
BAF	5000000	QCd	Deletions	Ultra Large	8	0	0	1	1	0	0	1	1	1
BAF	5000000	QCd	Duplications	All	11980	927	42937	0.218	0.928	0.782	0.072	0.353	0.45	0.215
BAF	5000000	QCd	Duplications	Small	7683	870	41287	0.157	0.898	0.843	0.102	0.267	0.375	0.154
BAF	5000000	QCd	Duplications	Medium	3955	57	1597	0.712	0.986	0.288	0.014	0.827	0.838	0.705
BAF	5000000	QCd	Duplications	Large	265	0	30	0.898	1	0.102	0	0.946	0.948	0.898
BAF	5000000	QCd	Duplications	Very Large	73	0	23	0.76	1	0.24	0	0.864	0.872	0.76
BAF	5000000	QCd	Duplications	Ultra Large	4	0	0	1	1	0	0	1	1	1
LRRmean	10	Raw	All	All	21153	3480	229151	0.085	0.859	0.915	0.141	0.154	0.269	0.083
LRRmean	10	Raw	All	Small	16303	3387	222861	0.068	0.828	0.932	0.172	0.126	0.238	0.067
LRRmean	10	Raw	All	Medium	4409	92	6155	0.417	0.98	0.583	0.02	0.585	0.639	0.414
LRRmean	10	Raw	All	Large	297	1	105	0.739	0.997	0.261	0.003	0.849	0.858	0.737
LRRmean	10	Raw	All	Very Large	132	0	28	0.825	1	0.175	0	0.904	0.908	0.825
LRRmean	10	Raw	All	Ultra Large	12	0	2	0.857	1	0.143	0	0.923	0.926	0.857
LRRmean	10	Raw	Deletions	All	11256	1616	173875	0.061	0.874	0.939	0.126	0.114	0.231	0.06
LRRmean	10	Raw	Deletions	Small	9462	1596	170921	0.052	0.856	0.948	0.144	0.099	0.212	0.052
LRRmean	10	Raw	Deletions	Medium	1692	20	2914	0.367	0.988	0.633	0.012	0.536	0.603	0.366
LRRmean	10	Raw	Deletions	Large	46	0	38	0.548	1	0.452	0	0.708	0.74	0.548
LRRmean	10	Raw	Deletions	Very Large	47	0	1	0.979	1	0.021	0	0.989	0.99	0.979
LRRmean	10	Raw	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRmean	10	Raw	Duplications	All	9897	1864	55276	0.152	0.842	0.848	0.158	0.257	0.357	0.148
LRRmean	10	Raw	Duplications	Small	6841	1791	51940	0.116	0.793	0.884	0.207	0.203	0.304	0.113
LRRmean	10	Raw	Duplications	Medium	2717	72	3241	0.456	0.974	0.544	0.026	0.621	0.667	0.451
LRRmean	10	Raw	Duplications	Large	251	1	67	0.789	0.996	0.211	0.004	0.881	0.887	0.787
LRRmean	10	Raw	Duplications	Very Large	85	0	27	0.759	1	0.241	0	0.863	0.871	0.759
LRRmean	10	Raw	Duplications	Ultra Large	3	0	1	0.75	1	0.25	0	0.857	0.866	0.75
LRRmean	10	QCd	All	All	12635	1219	236234	0.051	0.912	0.949	0.088	0.096	0.215	0.051
LRRmean	10	QCd	All	Small	8307	1178	229651	0.035	0.876	0.965	0.124	0.067	0.175	0.035
LRRmean	10	QCd	All	Medium	3936	40	6418	0.38	0.99	0.62	0.01	0.549	0.613	0.379
LRRmean	10	QCd	All	Large	261	1	125	0.676	0.996	0.324	0.004	0.806	0.821	0.674
LRRmean	10	QCd	All	Very Large	119	0	38	0.758	1	0.242	0	0.862	0.871	0.758
LRRmean	10	QCd	All	Ultra Large	12	0	2	0.857	1	0.143	0	0.923	0.926	0.857
LRRmean	10	QCd	Deletions	All	6295	648	178124	0.034	0.907	0.966	0.093	0.066	0.176	0.034
LRRmean	10	QCd	Deletions	Small	4585	637	175177	0.026	0.878	0.974	0.122	0.05	0.15	0.025
LRRmean	10	QCd	Deletions	Medium	1615	11	2907	0.357	0.993	0.643	0.007	0.525	0.596	0.356
LRRmean	10	QCd	Deletions	Large	42	0	38	0.525	1	0.475	0	0.689	0.725	0.525
LRRmean	10	QCd	Deletions	Very Large	44	0	1	0.978	1	0.022	0	0.989	0.989	0.978
LRRmean	10	QCd	Deletions	Ultra Large	9	0	1	0.9	1	0.1	0	0.947	0.949	0.9
LRRmean	10	QCd	Duplications	All	6340	571	58110	0.098	0.917	0.902	0.083	0.178	0.3	0.098
LRRmean	10	QCd	Duplications	Small	3722	541	54474	0.064	0.873	0.936	0.127	0.119	0.236	0.063
LRRmean	10	QCd	Duplications	Medium	2321	29	3511	0.398	0.988	0.602	0.012	0.567	0.627	0.396
LRRmean	10	QCd	Duplications	Large	219	1	87	0.716	0.995	0.284	0.005	0.833	0.844	0.713
LRRmean	10	QCd	Duplications	Very Large	75	0	37	0.67	1	0.33	0	0.802	0.818	0.67
LRRmean	10	QCd	Duplications	Ultra Large	3	0	1	0.75	1	0.25	0	0.857	0.866	0.75
LRRmean	50	Raw	All	All	25429	3690	219617	0.104	0.873	0.896	0.127	0.186	0.301	0.102
LRRmean	50	Raw	All	Small	19630	3574	213990	0.084	0.846	0.916	0.154	0.153	0.267	0.083
LRRmean	50	Raw	All	Medium	5349	115	5502	0.493	0.979	0.507	0.021	0.656	0.695	0.488
LRRmean	50	Raw	All	Large	305	1	99	0.755	0.997	0.245	0.003	0.859	0.867	0.753
